title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
The Year’s Best African Speculative Fiction 2021,Oghenechovwe Donald Ekpeki,,,,,2021.0,,https://covers.openlibrary.org/b/id/14845594-L.jpg,ol_author,"The Year's Best African Speculative Fiction (2021), edited by the award-winning Oghenechovwe Donald Ekpeki, is not just a book; it's a gateway to the diverse and rich world of African speculative fiction. This anthology, a winner of the Best Anthology at the World Fantasy Awards, is a groundbreaking collection that brings together twenty-nine extraordinary stories by twenty-five talented writers from Africa and its diaspora. These stories represent some of the most exciting voices in the genre, both old and new, offering readers a journey through imaginative landscapes filled with wonder, insight, and a deep understanding of the human and beyond-human experience. 

The anthology is a celebration of African speculative fiction, marking a significant moment in the genre. It is the first of its kind, highlighting the breadth and depth of talent that exists within the African speculative fiction community. The collection includes tales from a range of authors, including Somto O. Ihezue, Pemi Aguda, Russell Nichols, Tamara Jerée, Tlotlo Tsamaase, and many others, each contributing their unique voice and vision. The stories navigate themes of identity, culture, and the complexities of the human spirit in ways that are both universal and deeply rooted in African experiences. 

Oghenechovwe Donald Ekpeki, the editor, is not only a skilled anthologist but also a celebrated author in his own right. His work has received multiple accolades, including the Nommoaward and recognition as aNebula and Hugo award finalist. In editing this anthology, Ekpeki has opened a door to a realm of stories that challenge, entertain, and provoke thought, offering a vital platform for voices that are often underrepresented in the global speculative fiction landscape. 

This anthology is more than just a collection of stories; it is a testament to the power of speculative fiction to transcend boundaries and explore new horizons. It is highly recommended for anyone looking to delve into a world where the speculative meets the vibrantly diverse tapestry of African storytelling. Whether you're a long-time fan of speculative fiction or new to the genre, The Year's Best African Speculative Fiction (2021) is bound to leave you wonderstruck and eager for more.",,the year s best african speculative fiction 2021 | oghenechovwe donald ekpeki,14845594.0
The Year’s Best African Speculative Fiction 2023,Oghenechovwe Donald Ekpeki,,,,,2024.0,,https://covers.openlibrary.org/b/id/14845593-L.jpg,ol_author,"This is the third volume in this highly praised series (the first won the World Fantasy Award). Previous works have been praised for their eclectic mix of stories, offering a panorama of themes and styles. For instance, the 2021 edition included a story about a woman struggling with her identity and relationship in the face of a thought-recording device, a tale of a man fostering a rapidly evolving robot, and an adventurous narrative about a sentient robot dog engaging in space piracy. These stories not only explored advanced technologies and speculative scenarios but also delved deep into human emotions, relationships, and societal issues.

Themes of personal struggles, such as dealing with depression, anxiety, and feelings of alienation, were also prominent. These were manifested through unique and powerful metaphors, like a woman whose detachable body parts symbolized her sense of disintegration and invisibility, or a story that portrayed the torment of self-contempt through the constant barrage of negative thoughts from imaginary entities.

The anthology also ventured into mythic dimensions, echoing the voices and histories of entire cultures through concise yet profound storytelling. For example, flash fiction pieces in the collection reached the heights of epic poetry, encapsulating the journey of human life and cultural evolution.

With such a backdrop, the 2023 volume continues this tradition of blending speculative elements with profound human experiences and cultural narratives. It's likely to feature stories that push the boundaries of imagination while staying grounded in the complexities of the human condition. Readers can anticipate a collection that entertains, provokes thought, and offers new perspectives on the future and the present. The anthology is not just a showcase of speculative fiction; it's a celebration of African storytelling, creativity, and the endless possibilities within the realm of speculative fiction.",,the year s best african speculative fiction 2023 | oghenechovwe donald ekpeki,14845593.0
The present moment,Marjorie Oludhe Macgoye,,,,,1987.0,,https://covers.openlibrary.org/b/id/4528703-L.jpg,ol_author,"""This contemporary African classic tells the story of seven unforgettable Kenyan women as it traces more than sixty years of turbulent national history. Like their country, this group of old women is divided by ethnicity, language, class, and religion.

But around the charcoal fire at the Refuge, the old-age home they share in Nairobi, they uncover the hidden personal histories that connect them as women: stories of their struggles for self-determination; of conflict, violence, and loss, but also of survival. As a visitor to the Refuge says, ""To be eighty years old in Africa is to be tough, particularly for a woman."" And these seven women, with no families to care for them, must be tougher still.""--BOOK JACKET.",,the present moment | marjorie oludhe macgoye,4528703.0
Homing in,Marjorie Oludhe Macgoye,,,,,1994.0,,https://covers.openlibrary.org/b/id/2304801-L.jpg,ol_author,After completing her undergraduate studies Monika Saliku anxiously waits to see what shape her career will take. For her it is a foregone conclusion that she will get an appointment in the city and savour the familiar throb of urban life. However she receives a setback when she is appointed to a bucolic outpost settling for a career she loathes. As she journeys to the small dusty town her struggle to self-realisation has just begun.,,homing in | marjorie oludhe macgoye,2304801.0
Chira,Marjorie Oludhe Macgoye,,,,,1997.0,,https://covers.openlibrary.org/b/id/3725905-L.jpg,ol_author,"In this quietly powerful and eminently readable novel, winner of the prestigious Sinclair Prize, Kenyan writer Marjorie Macgoye deftly interweaves the story of one young woman’s tumultuous coming of age with the history of a nation emerging from colonialism. At the age of sixteen, Paulina leaves her small village in western Kenya to join her new husband, Martin, in the bustling city of Nairobi. It is 1956, and Kenya is in the final days of the ""Emergency,"" as the British seek to suppress violent anti-colonial revolts. But Paulina knows little about, about city life, or about marriage, and Martin’s clumsy attempts to control her soon lead to a relationship filled with silences, misunderstandings, and unfulfilled expectations. Soon Paulina’s inability to bear a child effectively banishes her from the confines of traditional women’s roles. As her country at last moves toward independence, Paulina manages to achieve a kind of independence as well: She accepts a job that will require her to live separately from her husband, and she has an affair that leads to the birth of her first child. But Paulina’s hard-won contentment will be shattered when Kenya’s turbulent history intrudes into her private life, bringing with it tragedy—and a new test of her quiet courage and determination. Paulina’s patient struggles for survival and identity are revealed through Marjorie Macgoye’s keen and sensitive vision—a vision which extends to embrace the whole of a nation and a people likewise struggling to find their way. As the Weekly Standard of Kenya notes, ""Coming to Birth is a radical novel in firmly asserting our common humanity.""",,chira | marjorie oludhe macgoye,3725905.0
The composition of poetry,Marjorie Oludhe Macgoye,,,,,2009.0,,http://books.google.com/books/content?id=ftUpAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the composition of poetry | marjorie oludhe macgoye,
Creative writing in prose,Marjorie Oludhe Macgoye,,,,,2009.0,,http://books.google.com/books/content?id=7eX_CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Creative Writing In Prose is centered on novel writing but touches on other prose forms. It covers the process from the germination of the story to the submission of the manuscript for publication. Plot, narrative methods, the recording of dialogue and the subtle relationship between story and theme are all examined.",,creative writing in prose | marjorie oludhe macgoye,
Growing up at Lina School,Marjorie Oludhe Macgoye,,,,,1971.0,,http://books.google.com/books/content?id=SZi9lePN7YEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Grace and her family return to Kenya from England, where they have been living for quite some time. Youns Grace joins a girls' boarding school in Kenya. While her parents are worried she might not adjust to the new system, for Grace and the other girls at Lina School life is full of action, fun and adventure.",,growing up at lina school | marjorie oludhe macgoye,
Victoria and Murder in Majengo,Marjorie Oludhe Macgoye,,,,,1993.0,,http://books.google.com/books/content?id=H9TyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Set against the background of political and economic change in Kenya, this book tells the life story of Victoria, an independent and strong-minded woman from a rural Luo community who achieves success in Nairobi, and, in the second part, deals with one particular incident of political intrigue.",,victoria and murder in majengo | marjorie oludhe macgoye,
Rebmann,Marjorie Oludhe Macgoye,,,,,2014.0,,http://books.google.com/books/content?id=5JvvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This handbook offers analysis of diverse genres and media of neo-Victorianism, including film and television adaptations of Victorian texts, authors’ life stories, graphic novels, and contemporary fiction set in the nineteenth century. Contextualized by Sarah E Maier and Brenda Ayres in a comprehensive introduction, the collection describes current trends in neo-Victorian scholarship of novels, film, theatre, crime, empire/postcolonialism, Gothic, materiality, religion and science, amongst others. A variety of scholars from around the world contribute to this volume by applying an assortment of theoretical approaches and interdisciplinary focus in their critique of a wide range of narratives—from early neo-Victorian texts such as A. S. Byatt’s Possession (1963) and Jean Rhys’ Wide Sargasso Sea (1966) to recent steampunk, from musical theatre to slumming, and from The Alienist to queerness—in their investigation of how this fiction reconstructs the past, informed by and reinforming the present.",,rebmann | marjorie oludhe macgoye,
