title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Letzte Tage in Kenia. Meine Kindheit in Afrika.,Juanita Carberry,,,,,,,https://covers.openlibrary.org/b/id/3233628-L.jpg,ol_author,"Who minds sleeping under a mosquito net when it's royally draped over the bed in a lush Kenyan, open-walled hut, fashioned from tree trunks and shielded from the sun by a sumptuous thatched roof? This selection of the most-splendid getaway havens nestled throughout the African continent is sure to please even the most finicky would-be voyagers. Photos.",,letzte tage in kenia meine kindheit in afrika | juanita carberry,3233628.0,letzte tage in kenia meine kindheit in afrika,juanita carberry,,,"Letzte Tage in Kenia. Meine Kindheit in Afrika. 
Juanita Carberry 
",242,"['Urban vs rural life', 'Oppression', 'Wealth and materialism']"
Invisible,Kevin Mwachiro,,,,,,,,ol_author,,,invisible | kevin mwachiro,,invisible,kevin mwachiro,,,"Invisible 
Kevin Mwachiro 
",243,"['Loneliness and isolation', 'Silence and voice', 'Love and heartbreak']"
Boldly queer,Theo Sandfort,,,,,,,http://books.google.com/books/content?id=d1gMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This book presents a new approach to the understanding of non-normative sexuality and gender transgressive modes in South Asia and South Asian diaspora. It reconceives sexual representation from the point of view of the theoretical, political and empirical trajectories of decolonization, provincialization and neoliberalism to look at the role of historical contingency, postcolonial sexual politics and gender and sexual diversity. The volume brings together anthropological, historical, material and political analyses around South Asian sexual politics by exploring a range of themes, including culture, class, ethnicity, identity, intersectionality, migration, borders, diaspora, modernity and cosmopolitanism across various local, regional and global contexts. By using southern/non-Western and subaltern theorizations of gender and sexuality, the book discusses South Asian sexualities through issues such as the sexual politics of indeterminacy; sexual subculture, iconography and political decision-making; religious identity; queer South Asian diaspora; decolonizing the postcolonial body; sexual politics, gender and feminist debates; discrimination, and socio-political violence; the political economy of empowerment; and critical appropriation of the 377 Indian Penal Code. It also builds forms of dialogues to bridge the gap between academic and development practitioners. With diverse case studies and a fresh theoretical framework, this book will be an essential read for scholars and researchers of South Asian studies, gender studies, sexuality studies, sociology and social anthropology, political studies, diaspora studies, postcolonial and global south studies.",,boldly queer | theo sandfort,,boldly queer,theo sandfort,,,"Boldly queer 
Theo Sandfort 
",244,"['Gender roles and feminism', 'Dreams and ambitions', 'Greed']"
The House of Rust,Khadija Abdalla Bajaber,,,,,,,https://covers.openlibrary.org/b/id/11134437-L.jpg,ol_author,"The first Graywolf Press African Fiction Prize winner, a story of a girl’s fantastical sea voyage to rescue her father The House of Rust is an enchanting novel about a Hadhrami girl in Mombasa. When her fisherman father goes missing, Aisha takes to the sea on a magical boat made of a skeleton to rescue him. She is guided by a talking scholar’s cat (and soon crows, goats, and other animals all have their say, too). On this journey Aisha meets three terrifying sea monsters. After she survives a final confrontation with Baba wa Papa, the father of all sharks, she rescues her own father, and hopes that life will return to normal. But at home, things only grow stranger. Khadija Abdalla Bajaber’s debut is a magical realist coming-of-age tale told through the lens of the Swahili and diasporic Hadhrami culture in Mombasa, Kenya. Richly descriptive and written with an imaginative hand and sharp eye for unusual detail, The House of Rust is a memorable novel by a thrilling new voice.",,the house of rust | khadija abdalla bajaber,11134437.0,the house of rust,khadija abdalla bajaber,,,"The House of Rust 
Khadija Abdalla Bajaber 
",245,"['Wealth and materialism', 'Indigenous knowledge', 'Conflict in families']"
Of pawns and players,Kinyanjui Kombani,,,,,,,,ol_author,,,of pawns and players | kinyanjui kombani,,of pawns and players,kinyanjui kombani,,,"Of pawns and players 
Kinyanjui Kombani 
",246,"['Folklore and oral traditions', 'Greed', 'Urban vs rural life']"
The last villains of Molo,Kinyanjui Kombani,,,,,,,http://books.google.com/books/content?id=3kPniXRocv4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Bone, Bomu, Bafu, Ngeta and Rock find themselves in Ngando slums having fled the ethic-based violence in Molo. With little to do, they engage in all maner of trade to eke out a living. The entry of Nancy - stylish sophisticated and shrewd - catapults them into a nightmare that leads to destitution, betrayal, desperation, revenge, friendship and lasting love. This is a story of a new generation that rises above the confines of hatred and retribution and reasserts the inherent goodness in man. Told against the background of the 1992 'tribal' clashes in Kenya, The Last Villains of Molo is one of the most critically acclaimed modern stories. It has been studied in five universities in Kenya and Germany, and is currently being scripted for film.",,the last villains of molo | kinyanjui kombani,,the last villains of molo,kinyanjui kombani,,,"The last villains of Molo 
Kinyanjui Kombani 
",247,"['Urban vs rural life', 'Folklore and oral traditions', 'Justice and injustice']"
We can be friends,Kinyanjui Kombani,,,,,,,http://books.google.com/books/content?id=3kPniXRocv4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Bone, Bomu, Bafu, Ngeta and Rock find themselves in Ngando slums having fled the ethic-based violence in Molo. With little to do, they engage in all maner of trade to eke out a living. The entry of Nancy - stylish sophisticated and shrewd - catapults them into a nightmare that leads to destitution, betrayal, desperation, revenge, friendship and lasting love. This is a story of a new generation that rises above the confines of hatred and retribution and reasserts the inherent goodness in man. Told against the background of the 1992 'tribal' clashes in Kenya, The Last Villains of Molo is one of the most critically acclaimed modern stories. It has been studied in five universities in Kenya and Germany, and is currently being scripted for film.",,we can be friends | kinyanjui kombani,,we can be friends,kinyanjui kombani,,,"We can be friends 
Kinyanjui Kombani 
",248,"['Community solidarity', 'Urban vs rural life', 'Migration and diaspora']"
Kifo kisimani,Kithaka wa Mberia,,,,,,,https://covers.openlibrary.org/b/id/15093178-L.jpg,ol_author,A play.,,kifo kisimani | kithaka wa mberia,15093178.0,kifo kisimani,kithaka wa mberia,,,"Kifo kisimani 
Kithaka wa Mberia 
",249,"['Wealth and materialism', 'Religion and spirituality', 'Bad governance']"
Bara jingine,Kithaka wa Mberia.,,,,,,,https://covers.openlibrary.org/b/id/12736380-L.jpg,ol_author,Poems.,,bara jingine | kithaka wa mberia,12736380.0,bara jingine,kithaka wa mberia,,,"Bara jingine 
Kithaka wa Mberia. 
",250,"['Bad governance', 'Urban vs rural life', 'Wealth and materialism']"
Flowers in the morning sun,Kithaka wa Mberia,,,,,,,,ol_author,,,flowers in the morning sun | kithaka wa mberia,,flowers in the morning sun,kithaka wa mberia,,,"Flowers in the morning sun 
Kithaka wa Mberia 
",251,"['Naming and symbolism', 'Wealth and materialism', 'Climate and nature']"
Mchezo wa karata,Kithaka wa Mberia.,,,,,,,http://books.google.com/books/content?id=y5Q-mvlDYY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,Poems.,,mchezo wa karata | kithaka wa mberia,,mchezo wa karata,kithaka wa mberia,,,"Mchezo wa karata 
Kithaka wa Mberia. 
",252,"['Wealth and materialism', 'Community solidarity', 'Bad governance']"
Death at the well,Kithaka wa Mberia,,,,,,,,ol_author,,,death at the well | kithaka wa mberia,,death at the well,kithaka wa mberia,,,"Death at the well 
Kithaka wa Mberia 
",253,"['Trauma and healing', 'Bad governance', 'Cultural heritage']"
Msimu wa tisa,Kithaka wa Mberia.,,,,,,,http://books.google.com/books/content?id=160aAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Poems.,,msimu wa tisa | kithaka wa mberia,,msimu wa tisa,kithaka wa mberia,,,"Msimu wa tisa 
Kithaka wa Mberia. 
",254,"['Power of language', 'Community solidarity', 'Wealth and materialism']"
Natala,Kithaka wa Mberia.,,,,,,,http://books.google.com/books/content?id=_936DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,A play.,,natala | kithaka wa mberia,,natala,kithaka wa mberia,,,"Natala 
Kithaka wa Mberia. 
",255,"['Wealth and materialism', 'Urban vs rural life', 'Bad governance']"
Maua kwenye jua la asubuhi,Kithaka wa Mberia.,,,,,,,http://books.google.com/books/content?id=y5Q-mvlDYY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,A play.,,maua kwenye jua la asubuhi | kithaka wa mberia,,maua kwenye jua la asubuhi,kithaka wa mberia,,,"Maua kwenye jua la asubuhi 
Kithaka wa Mberia. 
",256,"['Bad governance', 'Wealth and materialism', 'Power of language']"
A game of cards,Kithaka wa Mberia,,,,,,,http://books.google.com/books/content?id=JZYOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Rediscover the diversity of modern African literatures with this authoritative resource edited by a leader in the field How have African literatures unfolded in their rich diversity in our modern era of decolonization, nationalisms, and extensive transnational movement of peoples? How have African writers engaged urgent questions regarding race, nation, ethnicity, gender, and sexuality? And how do African literary genres interrelate with traditional oral forms or audio-visual and digital media? A Companion to African Literatures addresses these issues and many more. Consisting of essays by distinguished scholars and emerging leaders in the field, this book offers rigorous, deeply engaging discussions of African literatures on the continent and in diaspora. It covers the four main geographical regions (East and Central Africa, North Africa, Southern Africa, and West Africa), presenting ample material to learn from and think with. A Companion To African Literatures is divided into five parts. The first four cover different regions of the continent, while the fifth part considers conceptual issues and newer directions of inquiry. Chapters focus on literatures in European languages officially used in Africa -- English, French, and Portuguese -- as well as homegrown African languages: Afrikaans, Amharic, Arabic, Swahili, and Yoruba. With its lineup of lucid and authoritative analyses, readers will find in A Companion to African Literatures a distinctive, rewarding academic resource. Perfect for undergraduate and graduate students in literary studies programs with an African focus, A Companion to African Literatures will also earn a place in the libraries of teachers, researchers, and professors who wish to strengthen their background in the study of African literatures.",,a game of cards | kithaka wa mberia,,a game of cards,kithaka wa mberia,,,"A game of cards 
Kithaka wa Mberia 
",257,"['Greed', 'Generosity', 'Cultural heritage']"
Another continent,Kithaka wa Mberia,,,,,,,,ol_author,,,another continent | kithaka wa mberia,,another continent,kithaka wa mberia,,,"Another continent 
Kithaka wa Mberia 
",258,"['Wealth and materialism', 'Migration and diaspora', 'Post-independence struggles']"
Redio na mwezi,Kithaka wa Mberia.,,,,,,,http://books.google.com/books/content?id=7K0aAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Poems.,,redio na mwezi | kithaka wa mberia,,redio na mwezi,kithaka wa mberia,,,"Redio na mwezi 
Kithaka wa Mberia. 
",259,"['Power of language', 'Community solidarity', 'Wealth and materialism']"
I refuse to die,Koigi wa Wamwere.,,,,,,,https://covers.openlibrary.org/b/id/846798-L.jpg,ol_author,"""I Refuse to Die is both the story of one gifted man who rose above the horrors of colonization, and an uncensored account of Kenya's blood-stained past. With determination born of suffering, Koigi wa Wamwere documents the brutality of the colonial years. He describes the physical and emotional abuse visited on his parents and others by the plundering British.

Tracing the roots of the Mau Mau rebellion and the strict curfews and violence of the colonial government, wa Wamwere follows the evolution and degeneration of Jomo Kenyatta and the rise of Daniel arap Moi. During those years, wa Wamwere began to speak out and fight for human rights. In 1979 he won a seat in the parliament, where he represented the economically depressed Nakuru district for three years. His history is infused with freedom songs of his people and revealing allegories born out of the Kenyan storytelling tradition.

As an activist, a journalist, and a member of the Kenyan parliament, wa Wamwere was framed and detained on three separate instances, spending thirteen years in prison, where he was tortured but not broken. His mother and other mothers led a hunger strike to free him and fellow political prisoners. Their efforts brought about a show trial where wa Wamwere was sentenced to four more years in prison and six strokes of the cane. Under such a sentence, others had died from abuse to body and spirit. But, buoyed by a growing chorus of international support, wa Wamwere refused his fate.

And lived not only to tell, but to fight on.""--BOOK JACKET.",,i refuse to die | koigi wa wamwere,846798.0,i refuse to die,koigi wa wamwere,,,"I refuse to die 
Koigi wa Wamwere. 
",260,"['Civic responsibility', 'Hope and despair', 'Religion and spirituality']"
